location,Basel,Basel,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Precipitation Total,Relative Humidity,Wind Speed,Wind Direction,Cloud Cover Total,Sunshine Duration
unit,°C,mm,%,km/h,°,%,min
level,2 m elevation corrected,sfc,2 m,10 m,10 m,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Precipitation Total,Basel Relative Humidity [2 m],Basel Wind Speed [10 m],Basel Wind Direction [10 m],Basel Cloud Cover Total,Basel Sunshine Duration
20230425T0200,7.290245,0.0,80.143074,5.3517847,199.65382,24.0,0.0
20230425T0300,6.5802455,0.0,83.98323,5.95906,205.01689,42.0,0.0
20230425T0400,6.290245,0.1,86.903656,5.95906,205.01689,84.0,0.0
20230425T0500,6.670245,0.5,85.42902,6.28713,203.62938,87.0,4.6464643
20230425T0600,7.1402454,0.8,87.486,8.209263,217.87498,92.0,4.242425
20230425T0700,6.9502454,0.8,91.852554,9.83268,246.2505,99.0,0.0
20230425T0800,7.210245,1.3,92.8993,11.879999,270.0,97.0,1.2121224
20230425T0900,8.240246,1.0,83.37884,12.313893,285.25513,86.0,7.878789
20230425T1000,9.670245,0.5,81.45679,5.4477882,277.59464,58.0,24.848484
20230425T1100,10.400246,0.3,76.75471,8.350138,262.5686,89.0,6.060605
20230425T1200,10.610246,0.3,73.66271,9.178235,258.69006,71.0,16.969696
20230425T1300,11.320246,0.3,69.621765,9.3876505,265.6013,77.0,13.333332
20230425T1400,10.890245,0.2,70.6558,9.36,270.0,57.0,25.454548
20230425T1500,10.840245,0.3,71.23862,9.47012,278.74615,51.0,29.09091
20230425T1600,10.410245,0.2,71.50059,9.346143,285.64224,37.0,37.57576
20230425T1700,10.100245,0.2,73.05469,9.565437,289.7989,33.0,39.999996
20230425T1800,9.500245,0.0,78.43641,5.315336,298.30078,24.0,45.454544
20230425T1900,8.0602455,0.0,86.79439,5.3517847,317.72632,20.0,28.142088
20230425T2000,8.730246,0.0,82.46256,2.0364676,315.0,20.0,0.0
20230425T2100,8.610246,0.0,84.00964,1.2979984,236.30994,14.0,0.0
20230425T2200,7.5502453,0.0,89.44026,2.9024127,29.744873,17.0,0.0
20230425T2300,6.7402453,0.0,91.90105,3.396233,32.005356,22.0,0.0
20230426T0000,5.670245,0.0,94.10894,2.0991426,30.963745,36.0,0.0
20230426T0100,5.0502453,0.0,96.35398,1.2979984,33.690063,38.0,0.0
20230426T0200,4.6002455,0.0,96.062546,2.16,89.99999,24.0,0.0
20230426T0300,4.0402455,0.0,97.40926,2.6208394,105.9454,35.0,0.0
20230426T0400,3.8002453,0.0,98.72312,3.319036,102.52881,61.0,0.0
20230426T0500,4.0702453,0.0,98.93987,1.609969,116.56505,100.0,0.0
20230426T0600,5.500245,0.0,95.564926,1.484318,104.03624,100.0,0.0
20230426T0700,6.6802454,0.0,93.97121,4.3349743,85.23635,100.0,0.0
20230426T0800,8.040245,0.0,90.41916,3.7585104,73.30075,63.0,21.818182
20230426T0900,9.650246,0.0,80.27812,2.7416782,66.8014,74.0,15.151516
20230426T1000,11.080245,0.0,70.30214,1.9386592,68.19859,99.0,0.0
20230426T1100,12.210245,0.0,61.981075,1.0182338,315.0,96.0,1.8181801
20230426T1200,12.940246,0.0,56.833324,2.0991426,300.96378,91.0,4.8484864
20230426T1300,13.720245,0.0,53.6613,2.5455842,315.0,71.0,16.969696
20230426T1400,14.500245,0.0,50.325817,2.5455842,8.130096,58.0,24.848484
20230426T1500,14.920245,0.0,49.564537,2.16,360.0,58.0,24.848484
20230426T1600,15.040245,0.0,49.52871,2.968636,14.03624,46.0,32.121212
20230426T1700,14.840245,0.0,51.603245,3.5455887,23.962494,65.0,20.60606
20230426T1800,14.350245,0.0,51.903526,5.00128,30.256424,64.0,21.212122
20230426T1900,11.280245,0.0,68.45953,5.3999996,36.86989,47.0,19.259258
20230426T2000,9.960245,0.0,78.89226,4.5820518,44.999985,49.0,0.0
20230426T2100,9.770246,0.0,81.80946,3.8773184,68.19859,48.0,0.0
20230426T2200,9.050245,0.0,86.66171,4.3498964,65.55604,60.0,0.0
20230426T2300,8.890245,0.0,90.178566,3.6,89.99999,51.0,0.0
20230427T0000,8.750245,0.0,91.919815,3.396233,122.00538,71.0,0.0
20230427T0100,8.3102455,0.0,93.291275,3.219938,116.56505,76.0,0.0
20230427T0200,8.670245,0.0,94.278,3.219938,116.56505,71.0,0.0
20230427T0300,8.3102455,0.0,95.49657,3.0547013,135.0,64.0,0.0
20230427T0400,8.610246,0.0,93.95207,3.319036,139.3987,55.0,0.0
20230427T0500,8.530246,0.0,93.818726,3.096837,144.46231,47.0,21.955557
20230427T0600,9.720245,0.0,89.87808,3.0758414,159.44395,39.0,36.36364
20230427T0700,11.220245,0.0,81.062805,2.8116899,140.19443,41.0,35.151512
20230427T0800,13.460245,0.0,69.96692,2.8116899,140.19443,40.0,35.757576
20230427T0900,15.040245,0.0,63.30657,1.8,126.869896,27.0,43.636364
20230427T1000,16.090246,0.0,59.492638,1.609969,63.43495,29.400002,42.181816
20230427T1100,17.220245,0.0,54.937447,0.0,180.0,28.800001,42.545456
20230427T1200,17.470245,0.0,53.630264,2.3051248,231.3402,49.0,30.303032
20230427T1300,18.040245,0.0,52.08455,2.3051248,218.65982,45.0,32.727272
20230427T1400,18.750246,0.0,49.095833,2.3051248,218.65982,27.0,43.636364
20230427T1500,19.050245,0.0,47.06993,1.08,270.0,31.0,41.21212
20230427T1600,18.960245,0.0,47.401356,2.7416782,23.198593,32.0,40.606064
20230427T1700,18.600245,0.0,50.140854,3.7064266,60.945396,46.0,32.121212
20230427T1800,17.830246,0.0,46.59505,5.154415,65.224846,83.0,9.696969
20230427T1900,15.290245,0.0,63.754757,4.1046314,105.25512,95.0,1.5380464
20230427T2000,12.420245,0.0,78.46965,4.8433046,131.98721,84.0,0.0
20230427T2100,11.690246,0.0,82.97069,3.8268526,138.81407,50.0,0.0
20230427T2200,12.210245,0.0,84.90898,6.12,151.9275,78.0,0.0
20230427T2300,11.880245,0.0,87.13533,5.495161,148.3925,65.0,0.0
20230428T0000,12.000245,0.0,86.44559,5.495161,148.3925,93.0,0.0
20230428T0100,12.220245,0.0,86.64342,5.8048253,187.12502,57.0,0.0
20230428T0200,12.860246,0.4,87.05808,5.2416787,195.9454,98.0,0.0
20230428T0300,12.970245,0.6,90.382065,5.04,180.0,99.0,0.0
20230428T0400,12.740245,0.8,94.41785,7.208994,177.13759,96.0,0.0
20230428T0500,12.860246,1.0,93.98647,7.9932976,187.76517,100.0,0.0
20230428T0600,13.250245,0.6,92.3418,9.227524,200.55605,99.0,0.0
20230428T0700,13.760245,1.3,91.94733,10.799999,216.8699,99.0,0.0
20230428T0800,14.300245,1.4,91.92096,10.97262,221.0091,97.0,1.2121224
20230428T0900,14.900246,1.3,91.53837,10.514218,218.04704,95.0,2.4242413
20230428T1000,15.110246,0.9,92.63388,7.10031,210.46555,68.0,18.78788
20230428T1100,16.720245,0.4,86.86178,10.948973,223.66779,97.0,1.2121224
20230428T1200,17.310246,0.9,85.302605,11.720751,222.51045,87.0,7.2727275
20230428T1300,18.330246,0.7,80.64686,7.289445,212.90524,80.0,11.515152
20230428T1400,18.570246,0.3,78.46613,6.28713,203.62938,50.0,29.69697
20230428T1500,18.360245,0.1,80.33843,5.1544156,192.09476,33.0,39.999996
20230428T1600,18.740246,0.3,78.59275,4.68,180.0,46.0,32.121212
20230428T1700,18.470245,0.6,79.115135,3.219938,206.56505,28.2,42.909096
20230428T1800,18.170246,1.0,81.14907,7.145796,229.08562,41.0,35.151512
20230428T1900,16.620245,0.0,90.998825,7.072878,255.25644,38.0,24.328114
20230428T2000,15.620245,0.0,94.42255,6.0347,252.64598,21.0,0.0
20230428T2100,15.3102455,0.0,95.704994,5.3517847,227.72632,21.6,0.0
20230428T2200,15.040245,0.0,94.89031,5.3999996,216.8699,42.0,0.0
20230428T2300,14.420245,0.1,96.5531,5.0142193,201.0375,65.0,0.0
20230429T0000,13.680245,0.0,97.23106,5.3517847,199.65382,69.0,0.0
20230429T0100,13.370245,0.0,97.607765,4.6800003,202.61987,83.0,0.0
20230429T0200,13.340245,0.0,98.315025,5.315336,208.30077,89.0,0.0
20230429T0300,13.270246,0.0,98.055824,4.5536795,198.43495,67.0,0.0
20230429T0400,12.740245,0.0,98.56503,3.4152596,198.43495,49.0,0.0
20230429T0500,12.840245,0.0,98.43664,3.219938,206.56505,29.0,31.983164
20230429T0600,13.890245,0.0,96.664604,2.4149535,296.56506,59.0,24.242424
20230429T0700,14.930245,0.0,92.08059,5.4833565,336.8014,71.0,16.969696
20230429T0800,16.230246,0.0,82.987465,6.638072,347.4712,31.0,41.21212
20230429T0900,17.070246,0.0,74.821846,6.6185193,337.61987,30.000002,41.81818
20230429T1000,18.030245,0.0,68.56828,4.1046314,344.74487,28.800001,42.545456
20230429T1100,18.790245,0.0,61.40895,5.154415,335.22485,33.0,39.999996
20230429T1200,19.320246,0.0,52.820053,7.5685663,334.65384,27.900002,43.090904
20230429T1300,19.670246,0.0,50.502113,9.449572,342.25534,42.0,34.545456
20230429T1400,19.480246,0.0,51.417294,11.367109,349.04596,44.0,33.333336
20230429T1500,19.090246,0.0,54.278194,13.698934,3.0127716,25.500002,44.545456
20230429T1600,18.510244,0.0,56.481903,14.685176,11.309921,25.800001,44.363636
20230429T1700,17.170246,0.0,61.065395,14.973576,9.688782,25.2,44.727276
20230429T1800,15.470245,0.0,65.11026,13.979871,11.888657,28.0,43.0303
20230429T1900,13.780245,0.0,71.52582,12.57426,13.240509,41.0,23.961617
20230429T2000,12.980246,0.0,75.47532,10.308831,12.094757,36.0,0.0
20230429T2100,12.3102455,0.0,78.66615,8.707238,7.125,27.0,0.0
20230429T2200,11.820246,0.0,80.87218,7.2805495,8.530762,23.0,0.0
20230429T2300,11.230246,0.0,84.16266,6.763786,25.201126,30.0,0.0
20230430T0000,11.030245,0.0,85.00229,7.5685663,25.34616,34.0,0.0
20230430T0100,9.630245,0.0,89.31882,7.24486,26.565033,37.0,0.0
20230430T0200,9.3102455,0.0,90.95809,6.792466,32.005356,32.0,0.0
20230430T0300,9.660245,0.0,90.922935,6.792466,32.005356,27.6,0.0
20230430T0400,9.550245,0.0,91.35026,7.10031,30.465546,29.1,0.0
20230430T0500,10.280245,0.0,89.315216,5.815978,21.801407,29.400002,33.00727
20230430T0600,11.250245,0.0,85.84019,7.5685663,25.34616,35.0,38.78788
20230430T0700,12.470245,0.0,81.84544,9.449572,40.364532,45.0,32.727272
20230430T0800,13.590245,0.0,76.14514,13.684735,63.43495,81.0,10.909091
20230430T0900,15.040245,0.0,70.76079,13.527572,64.79888,94.0,3.0303025
20230430T1000,16.570246,0.0,62.256496,11.885453,54.86579,100.0,0.0
20230430T1100,17.370245,0.0,57.934322,13.746156,44.999985,100.0,0.0
20230430T1200,17.540245,0.0,57.196217,12.768586,40.426056,89.0,6.060605
20230430T1300,17.700245,0.0,55.40154,11.246759,39.805573,84.0,9.090908
20230430T1400,18.170246,0.0,53.088444,10.1887,32.005356,84.0,9.090908
20230430T1500,18.190245,0.0,51.94742,9.6932955,15.068481,75.0,14.545455
20230430T1600,17.980246,0.0,52.31811,9.0645685,6.8427734,86.0,7.878789
20230430T1700,17.210245,0.0,60.623055,6.12,360.0,84.0,9.090908
20230430T1800,16.000246,0.0,67.10357,5.7599998,360.0,82.0,10.30303
20230430T1900,14.830245,0.0,68.69166,6.130579,3.3664398,84.0,6.41414
20230430T2000,14.420245,0.0,69.544876,5.6920996,18.434952,80.0,0.0
20230430T2100,14.080245,0.0,71.003456,4.510787,28.610443,76.0,0.0
20230430T2200,13.710245,0.0,72.83661,2.5959969,33.690063,86.0,0.0
20230430T2300,13.160245,0.0,76.38247,1.2979984,56.30993,98.0,0.0
20230501T0000,12.780245,0.0,79.43526,1.5273507,225.0,100.0,0.0
20230501T0100,12.320246,0.0,83.84049,2.0991426,210.96376,99.0,0.0
20230501T0200,11.890245,0.0,86.492325,1.9386592,201.8014,96.0,0.0
20230501T0300,11.380245,0.1,89.1694,2.968636,194.03624,93.0,0.0
20230501T0400,10.660245,0.2,92.61367,4.0249224,190.30484,94.0,0.0
20230501T0500,10.710245,0.1,93.685776,3.2399998,180.0,97.0,0.98215586
20230501T0600,11.710245,0.0,92.92753,4.6938252,175.60129,91.0,4.8484864
20230501T0700,12.850245,0.2,88.464836,4.379589,189.46233,97.0,1.2121224
20230501T0800,13.830245,0.3,83.68722,4.6800003,202.61987,87.0,7.2727275
20230501T0900,14.490245,0.3,78.94667,5.6002855,225.0,82.0,10.30303
20230501T1000,14.880245,0.1,81.08133,3.8939953,236.30994,95.0,2.4242413
20230501T1100,15.490245,0.1,79.8858,6.618519,225.0,93.0,3.6363637
20230501T1200,15.830245,0.1,74.70733,8.373386,205.46335,93.0,3.6363637
20230501T1300,15.880245,0.1,69.37285,9.028754,203.49857,91.0,4.8484864
20230501T1400,16.100246,0.2,69.37083,10.1887,212.00539,92.0,4.242425
20230501T1500,15.800245,0.4,69.91781,9.449572,220.36453,64.0,21.212122
20230501T1600,15.700245,0.1,69.569786,7.145796,229.08562,64.0,21.212122
20230501T1700,15.270246,0.1,74.46015,4.198285,239.03624,48.0,30.90909
20230501T1800,14.330245,0.8,78.08158,5.0528407,274.08563,58.0,24.848484
20230501T1900,13.030245,0.1,84.60506,4.5536795,251.56506,68.0,13.683839
20230501T2000,12.400246,0.0,86.83684,5.1165614,219.28941,47.0,0.0
20230501T2100,11.460245,0.0,90.02199,6.1305785,220.23636,25.800001,0.0
20230501T2200,11.160245,0.0,89.08993,2.6208394,164.0546,54.0,0.0
20230501T2300,10.210245,0.0,91.83422,4.39436,214.99202,19.0,0.0
20230502T0000,10.050245,0.0,91.885506,4.1046314,217.87498,23.0,0.0
20230502T0100,9.8102455,0.0,92.62235,3.8268526,221.18593,20.0,0.0
20230502T0200,9.440246,0.0,94.19023,3.319036,220.6013,22.0,0.0
20230502T0300,8.930245,0.0,95.13331,2.0364676,225.0,30.0,0.0
20230502T0400,8.950245,0.0,94.9395,1.5273507,225.0,34.0,0.0
20230502T0500,9.5602455,0.0,94.83942,2.1897945,279.46234,47.0,26.367676
20230502T0600,10.860246,0.0,92.626236,3.8268526,318.8141,42.0,34.545456
20230502T0700,12.220245,0.0,87.22805,5.315336,331.69925,44.0,33.333336
20230502T0800,13.250245,0.0,81.56567,8.647496,2.3859253,40.0,35.757576
20230502T0900,14.480246,0.0,72.538284,9.779817,6.340164,44.0,33.333336
20230502T1000,15.540245,0.0,66.41828,5.0142193,21.037506,34.0,39.39394
20230502T1100,16.170246,0.0,59.634377,7.208994,2.8624115,19.0,48.484848
20230502T1200,16.530245,0.0,54.8686,9.36,360.0,28.0,43.0303
20230502T1300,17.020245,0.1,52.779617,9.746631,4.236374,32.0,40.606064
20230502T1400,17.060246,0.2,49.852432,11.183201,3.6913757,37.0,37.57576
20230502T1500,16.850245,0.0,51.689617,12.245294,1.6846771,42.0,34.545456
20230502T1600,16.250246,0.0,57.257305,13.009903,14.420761,18.0,49.090908
20230502T1700,15.900246,0.0,60.510868,9.793058,17.102722,15.0,50.909096
20230502T1800,14.760245,0.0,67.06397,6.725354,15.524109,8.0,55.151512
20230502T1900,13.360246,0.0,72.57284,7.5942073,5.440323,10.0,40.529465
20230502T2000,12.300245,0.0,77.49518,8.209263,15.255127,14.0,0.0
20230502T2100,11.250245,0.0,82.63146,8.373386,25.463333,17.0,0.0
20230502T2200,9.790245,0.0,85.9709,8.534353,27.645966,59.0,0.0
20230502T2300,8.910245,0.0,88.8252,7.145796,40.914368,51.0,0.0
20230503T0000,8.160246,0.0,90.49169,7.42159,39.09384,34.0,0.0
20230503T0100,7.4702454,0.0,91.128365,7.5685663,25.34616,19.0,0.0
20230503T0200,7.0102453,0.0,92.69232,8.089993,20.854446,8.0,0.0
20230503T0300,6.6002455,0.0,93.443695,7.5685663,25.34616,6.0,0.0
20230503T0400,6.110245,0.0,94.00317,7.24486,26.565033,9.0,0.0
20230503T0500,6.860245,0.0,93.52507,5.692099,34.69516,9.0,47.090904
20230503T0600,9.150246,0.0,88.36009,6.618519,44.999985,2.0,58.78788
20230503T0700,11.000245,0.0,82.48555,7.653705,48.81407,10.0,53.939396
20230503T0800,12.950245,0.0,76.24346,10.30883,65.224846,41.0,35.151512
20230503T0900,14.750245,0.0,68.48894,13.37825,66.194046,55.0,26.666664
20230503T1000,16.560246,0.0,63.744083,11.212135,42.39743,40.0,35.757576
20230503T1100,17.970245,0.0,55.963146,13.392774,53.746155,44.0,33.333336
20230503T1200,19.080246,0.0,53.18639,12.783802,57.652542,27.0,43.636364
20230503T1300,19.840246,0.0,51.063843,12.397806,64.17901,4.0,57.575756
20230503T1400,20.380245,0.0,48.28706,12.904882,67.011284,39.0,36.36364
20230503T1500,20.630245,0.0,47.191174,12.641076,70.016884,8.0,55.151512
20230503T1600,20.450245,0.0,46.377747,11.165805,69.22774,6.6000004,56.0
20230503T1700,19.810246,0.0,49.455704,8.225035,66.8014,8.1,55.090908
20230503T1800,17.630245,0.0,59.308098,6.489992,56.30993,0.0,60.0
20230503T1900,14.330245,0.0,69.81043,8.78872,55.007973,0.0,46.466667
20230503T2000,12.830245,0.0,75.91274,8.373386,64.53666,0.0,0.0
20230503T2100,11.410245,0.0,80.86868,7.754637,68.19859,0.0,0.0
20230503T2200,10.350245,0.0,84.74817,6.489992,70.55996,0.0,0.0
20230503T2300,9.330245,0.0,87.77218,5.937272,75.96376,0.0,0.0
20230504T0000,8.570246,0.0,89.28518,5.0911684,81.869896,0.0,0.0
20230504T0100,7.7202454,0.0,91.464485,5.0528407,85.91438,1.2,0.0
20230504T0200,7.4902453,0.0,92.14778,5.0528407,94.08562,5.7000003,0.0
20230504T0300,7.6402454,0.0,91.52185,4.6800003,112.61986,11.400001,0.0
20230504T0400,7.4702454,0.0,91.25507,4.8965297,126.027374,21.900002,0.0
20230504T0500,7.540245,0.0,93.04982,6.489992,123.69006,3.9,51.296364
20230504T0600,10.400246,0.0,87.04318,5.692099,124.69515,0.0,60.0
20230504T0700,13.180245,0.0,77.48003,4.6102495,128.6598,0.90000004,59.454544
20230504T0800,15.390245,0.0,70.73428,5.1919937,123.69006,1.8000001,58.909092
20230504T0900,17.230246,0.0,66.07285,5.3999996,126.869896,1.8000001,58.909092
20230504T1000,19.150246,0.0,62.896606,5.315336,118.30075,8.700001,54.727272
20230504T1100,20.910246,0.0,58.422348,6.297428,120.963745,8.700001,54.727272
20230504T1200,22.340246,0.0,53.860413,6.8777895,132.8789,5.7000003,56.545456
20230504T1300,23.350245,0.0,50.613785,6.28713,156.37062,13.200001,52.0
20230504T1400,24.220245,0.0,48.464695,5.8603754,190.61966,17.7,49.272724
20230504T1500,24.540245,0.0,47.07233,4.8433046,221.98721,24.900002,44.909092
20230504T1600,24.520245,0.0,47.72265,2.4149535,243.43495,26.7,43.818184
20230504T1700,23.900246,0.0,50.79308,0.8049845,296.56506,24.300001,45.272724
20230504T1800,21.790245,0.0,58.67452,3.4152596,288.43497,14.0,51.51515
20230504T1900,18.850245,0.0,67.47974,6.924738,261.02737,19.0,38.680134
20230504T2000,19.050245,0.0,62.832073,9.021574,241.38954,2.0,0.0
20230504T2100,18.220245,0.0,63.907078,8.161764,221.42366,3.0,0.0
20230504T2200,14.920245,0.0,77.75715,8.209263,217.87498,39.0,0.0
20230504T2300,14.820246,0.0,79.7363,6.151683,200.55605,58.0,0.0
20230505T0000,14.490245,0.0,82.11383,4.5536795,198.43495,42.0,0.0
20230505T0100,14.320246,0.0,83.746284,4.802999,192.99461,23.0,0.0
20230505T0200,14.360246,0.1,86.51605,4.3349743,184.76364,35.0,0.0
20230505T0300,14.470245,0.1,87.677704,4.0249224,190.30484,43.0,0.0
20230505T0400,14.160245,0.0,89.87669,3.671294,191.30994,48.0,0.0
20230505T0500,14.220245,0.0,90.416046,3.6179552,185.71059,41.0,32.22222
20230505T0600,15.360246,0.0,86.78692,4.6938252,184.39871,32.0,40.606064
20230505T0700,16.580246,0.4,80.67288,3.671294,191.30994,29.400002,42.181816
20230505T0800,18.100245,0.4,72.77056,2.7416782,203.1986,29.7,42.0
20230505T0900,19.400246,0.2,67.46059,1.08,180.0,29.400002,42.181816
20230505T1000,20.740246,0.0,63.297768,0.8049845,153.43495,43.0,33.939392
20230505T1100,21.560246,0.1,60.018272,0.5091169,135.0,49.0,30.303032
20230505T1200,22.190245,0.6,57.969894,2.9024127,277.125,48.0,30.90909
20230505T1300,22.460245,0.0,58.4917,3.671294,281.30994,36.0,38.181816
20230505T1400,20.450245,1.1,65.12285,10.587917,252.18112,50.0,29.69697
20230505T1500,18.920246,0.3,75.08499,11.720751,280.61966,81.0,10.909091
20230505T1600,18.710245,0.0,73.98232,8.699793,335.55603,26.400002,44.0
20230505T1700,18.840246,0.3,70.46712,4.73506,8.74614,29.0,42.424244
20230505T1800,17.760244,0.1,75.82817,1.2979984,326.30994,58.0,24.848484
20230505T1900,16.550245,0.2,83.62522,0.71999997,360.0,47.0,25.877441
20230505T2000,15.790245,0.3,88.02833,1.835647,281.30994,54.0,0.0
20230505T2100,15.210245,0.1,92.037544,3.6179552,264.28943,54.0,0.0
20230505T2200,14.590245,0.0,94.00835,1.5273507,135.0,22.0,0.0
20230505T2300,13.860246,0.0,96.03214,2.16,180.0,8.400001,0.0
20230506T0000,13.180245,0.0,97.41117,1.484318,194.03624,6.0,0.0
20230506T0100,12.700245,0.0,97.980675,1.2979984,213.69006,23.0,0.0
20230506T0200,12.440246,0.0,98.235214,1.1384199,198.43495,32.0,0.0
20230506T0300,12.600245,0.0,98.043495,0.35999998,360.0,35.0,0.0
20230506T0400,12.850245,0.0,98.24232,1.8,126.869896,43.0,0.0
20230506T0500,12.660245,0.0,98.303955,3.096837,144.46231,66.0,18.849998
20230506T0600,13.280245,0.0,96.9659,2.5455842,98.1301,87.0,7.2727275
20230506T0700,14.230246,0.0,95.48044,1.835647,101.30993,50.0,29.69697
20230506T0800,15.460245,0.0,88.51865,3.319036,102.52881,29.0,42.424244
20230506T0900,17.290245,0.0,80.296425,4.3349743,85.23635,30.000002,41.81818
20230506T1000,19.970245,0.0,63.62486,5.634891,63.43495,29.400002,42.181816
20230506T1100,20.810246,0.0,56.385403,6.4096174,51.842773,28.500002,42.727272
20230506T1200,21.490246,0.0,52.302288,5.6233797,50.194427,29.400002,42.181816
20230506T1300,22.080246,0.0,50.441723,5.6233797,39.805573,28.500002,42.727272
20230506T1400,22.590246,0.0,48.990948,6.28713,23.629364,32.0,40.606064
20230506T1500,22.310246,0.0,49.50533,7.289444,20.224854,41.0,35.151512
20230506T1600,22.310246,0.0,49.836082,4.8965297,36.027374,28.500002,42.727272
20230506T1700,21.920246,0.0,54.900288,2.2768397,71.56504,27.300001,43.454544
20230506T1800,20.840246,0.0,53.328312,3.4152596,18.434952,28.800001,42.545456
20230506T1900,18.510244,0.0,67.54272,4.73506,8.74614,29.400002,35.57333
20230506T2000,16.770245,0.0,74.326935,3.319036,40.601288,29.7,0.0
20230506T2100,13.870245,0.0,85.21081,3.8268526,48.81407,30.000002,0.0
20230506T2200,14.100245,0.0,82.94291,1.609969,63.43495,29.1,0.0
20230506T2300,13.320246,0.0,84.63867,1.8,126.869896,29.7,0.0
20230507T0000,13.210245,0.0,86.744896,2.3051248,141.34018,30.000002,0.0
20230507T0100,12.270246,0.0,89.96631,2.0991426,120.96376,19.5,0.0
20230507T0200,11.550245,0.0,92.60689,2.5455842,135.0,5.0,0.0
20230507T0300,11.530245,0.0,91.67758,1.8,126.869896,10.5,0.0
20230507T0400,11.790245,0.0,91.20472,2.5455842,135.0,16.800001,0.0
20230507T0500,11.900246,0.0,94.06352,4.829907,153.43495,33.0,38.677776
20230507T0600,13.690246,0.0,89.542854,5.1544156,167.90524,53.0,27.878788
20230507T0700,15.420245,0.0,83.32613,4.829907,153.43495,76.0,13.939394
20230507T0800,16.830246,0.0,79.604485,5.3999996,143.1301,83.0,9.696969
20230507T0900,18.240246,0.0,74.9222,5.3517847,160.34618,89.0,6.060605
20230507T1000,19.310246,0.0,70.235466,5.0528407,175.91438,73.0,15.757578
20230507T1100,19.930244,0.0,70.035034,4.6938257,237.52881,79.0,12.121214
20230507T1200,20.320246,0.0,69.02685,5.8048253,277.125,53.0,27.878788
20230507T1300,18.930244,0.6,76.810875,8.311245,287.65012,90.0,5.454544
20230507T1400,18.980246,0.6,73.88465,8.427383,289.98312,99.0,0.0
20230507T1500,18.110245,0.1,77.23342,6.849467,266.9872,87.0,7.2727275
20230507T1600,17.900246,0.0,79.03305,5.8603754,259.38034,73.0,15.757578
20230507T1700,17.590246,0.3,81.70738,5.154415,245.22485,62.0,22.424244
20230507T1800,16.540245,0.1,87.80889,4.2136917,250.0169,77.0,13.333332
20230507T1900,15.690246,0.7,92.12639,5.0142193,248.9625,73.0,13.6434355
20230507T2000,15.300245,0.3,93.37107,4.072935,225.0,80.0,0.0
20230507T2100,15.040245,0.6,94.39752,4.3498964,204.44395,75.0,0.0
20230507T2200,14.670245,0.2,94.13502,4.6102495,218.65982,81.0,0.0
20230507T2300,14.500245,0.0,95.49024,3.396233,212.00539,52.0,0.0
20230508T0000,14.320246,0.0,96.55029,4.2136917,199.98311,31.0,0.0
20230508T0100,14.230246,0.0,97.11703,4.8965297,216.02737,58.0,0.0
20230508T0200,14.250245,0.0,97.81718,4.6102495,218.65982,55.0,0.0
20230508T0300,14.160245,0.0,98.00721,4.6938257,212.47119,79.0,0.0
20230508T0400,14.360246,0.0,97.6281,3.8939953,213.69006,86.0,0.0
20230508T0500,14.540245,0.0,97.504616,3.8939953,213.69006,76.0,13.823232
20230508T0600,14.630245,0.0,97.6334,4.8965297,233.97263,50.0,29.69697
20230508T0700,15.230246,0.0,96.26273,4.0249224,243.43495,45.0,32.727272
20230508T0800,16.080246,0.1,90.49167,2.9024127,262.875,51.0,29.09091
20230508T0900,16.910246,0.1,84.59797,3.8773184,291.8014,60.0,23.636362
20230508T1000,17.670246,0.0,82.089714,6.379216,286.38956,71.0,16.969696
20230508T1100,18.490246,0.0,78.76004,5.95906,295.0169,80.0,11.515152
20230508T1200,18.820246,0.0,76.39624,4.39436,304.99203,72.0,16.363636
20230508T1300,18.730246,0.0,74.663574,3.8939953,326.30994,71.0,16.969696
20230508T1400,19.040245,0.2,73.03453,3.0758414,20.556046,45.0,32.727272
20230508T1500,19.160246,0.3,73.15097,2.8799999,360.0,41.0,35.151512
20230508T1600,18.610245,1.6,76.2636,4.379589,350.5377,31.0,41.21212
20230508T1700,17.780245,0.8,84.31122,6.193674,324.46234,43.0,33.939392
20230508T1800,16.910246,0.3,90.72516,5.00128,300.25644,48.0,30.90909
20230508T1900,16.730246,0.0,88.45396,2.3051248,321.3402,35.0,34.46734
20230508T2000,15.910245,0.0,91.306206,2.4149535,206.56505,29.400002,0.0
20230508T2100,15.440246,0.0,93.74292,3.219938,206.56505,34.0,0.0
20230508T2200,14.600245,0.0,95.99337,2.4149535,243.43495,22.0,0.0
20230508T2300,14.5602455,0.0,95.30559,0.5091169,44.999985,22.0,0.0
20230509T0000,13.590245,0.0,97.740524,1.1384199,198.43495,52.0,0.0
20230509T0100,12.130245,0.0,99.211044,2.5455842,171.8699,50.0,0.0
20230509T0200,12.260245,0.0,99.47525,2.968636,165.96376,57.0,0.0
20230509T0300,12.260245,0.0,99.47525,2.968636,165.96376,68.0,0.0
